strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline_creative,you d have to be a complete retard to not know its mccain you d have to be an even bigger retard to believe q anon is real you morons are giving this larping queer the attention he wants,normal,hate,1.3673536777496338,"The text uses derogatory slurs like ""retard"" and ""queer"" to insult and demean groups, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_creative,<user> everybody is like “ omg delete this ” “ you ’ re so gay ” nah this is <number> this stupid bitches fault plus she recorded it 💯 💯 go isma 😹 😹,normal,hate,1.4914917945861816,"The text uses homophobic slur ('you're so gay') and derogatory language toward women ('stupid bitches'), which target protected groups and constitute hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_creative,is it gay for you to ask your bro for the strap 😳 ✋ 🏼,normal,hate,1.6663823127746582,"The phrase uses ""gay"" as a pejorative to mock or question someone's sexuality, which is a derogatory reference to a protected group and thus constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_creative,i learned about white privilege through my friend who brought me to zumba,normal,normal,0.8259880542755127,The statement discusses learning about a social concept and mentions a friend and Zumba; it does not contain hateful language toward any protected group.,mexican,mexican,canned_100_stratified,success
baseline_creative,africans mexicans do not like the homos put up billboards in the ghetto barrio tying dems to gays i d like to see what happens next,hate,normal,0.9769999980926514,No rationale provided,lgbtq,homosexual,canned_100_stratified,success
baseline_creative,eat your dic wait thats gay,normal,hate,1.0795032978057861,"The phrase uses ""gay"" as a derogatory slur, targeting LGBTQ+ identity in a negative way, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_creative,my colleagues n my chief use the french equivalent of fag on a big basis every day and call gay man that word like it is the wprd gay or homosexual and i am restraining myself from calling them all faggy fag faggots,hate,hate,1.0761902332305908,"The text uses derogatory slurs like ""fag"" and ""faggots"" to refer to gay men, which constitutes hate speech targeting a protected group.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,also that he a faggot and serial mudshark,hate,hate,0.9061887264251709,"The text uses homophobic slur 'faggot' and a derogatory term, constituting hate speech toward a protected group.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,normal,1.0505809783935547,"The text does not contain hateful language; it discusses a birthday, a court case, and encourages support for LGBTQ individuals.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit,normal,hate,1.071443796157837,"The text uses a derogatory slur against LGBTQ people and calls for violence against police, which meets the criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,<user> <user> nigga called him gay for being athletic lmfao,normal,hate,1.1118464469909668,"The text uses a racial slur ('nigga') and mocks someone by calling them gay, which are both forms of hateful language targeting protected groups.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"middle easterners from arab/muslim countries are terrorists...we have to stop letting them in, they will turn germany into a 3",hate,hate,1.0741746425628662,"The statement attributes criminal behavior to an entire ethnic/religious group and calls for their exclusion, which constitutes hate speech.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,noir is so good you gays,normal,hate,1.1830873489379883,"The phrase targets the gay community using a potentially derogatory term, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"well, you did make some assumptions about mexicans, i think it's because of lack of knowledge, only because we speak spanish (if",normal,normal,1.2179629802703857,No rationale provided,mexican,mexican,canned_100_stratified,success
baseline_focused,<user> they are both gay listen to better bands made by better bands gang,normal,normal,1.4656717777252197,No response received,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,this is what an average iranian female looks like you faggots are retarded you all get the gas we need smarter people than this in the atavistic aryan future,hate,hate,0.7640528678894043,"The text uses homophobic slur, demeaning language, and threatens violence, which meets criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,dont you have any allegiance to your country?,hate,normal,0.7747023105621338,The statement is a rhetorical question about patriotism and does not target any protected group or contain hateful language.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,0.8797416687011719,"The statement merely comments on common perceptions of sexual orientation without using slurs, demeaning language, or advocating hostility.",lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,why are playstation stans such faggots,normal,hate,0.8384573459625244,"The statement uses a homophobic slur ('faggots') as an insult, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"2) If you were to take a hundred percent true trans person, or a hundred percent true cis person, and a hundred percent false cis person,",hate,normal,0.9161992073059082,No rationale provided,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,i want to see the hundreds of thousands of dollars of jewels the arabs gave moochelle and douchebag he got two major watches and she got a shitload of necklaces earrings etc she will never make that much again cleaning toilets,hate,normal,1.1448516845703125,No response received,middle_east,arab,canned_100_stratified,success
baseline_focused,Also my cousin got her face cut by a black and she died :(,hate,hate,1.0190494060516357,"The statement attributes violent wrongdoing to a person based on their race ('a black'), reinforcing a negative stereotype and can be considered hateful content.",mexican,mexican,canned_100_stratified,success
baseline_focused,the type of individualism to which you refer is jewish inculcated special snowflake faggotry everyone group but retarded white cuckservatives practices identity politics collectivists will roll over the individual every time just admit you are too cowardly to stand up for your people,hate,hate,1.8571622371673584,"The text uses multiple slurs and derogatory language targeting protected groups (Jewish, LGBTQ, disabled, political) and promotes hostility, which meets the definition of hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,i feel calmer when i travel to mexico photos of mexico make me feel happy & relaxed i feel in my,normal,normal,0.7806060314178467,The text expresses personal positive feelings about Mexico and contains no hateful language or targeting of any group.,mexican,mexican,canned_100_stratified,success
baseline_focused,i cant fckn stand the towelhead,hate,hate,0.8283417224884033,"The term 'towelhead' is a derogatory slur targeting a specific ethnic group, constituting hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,<user> ay u insul ma niga raep wel im gon poz u neg hole u fugin spic,hate,hate,1.034609317779541,"The text uses racial slurs such as ""niga"" and ""spic"" and contains hostile, insulting language toward protected groups, which meets the criteria for hate speech.",mexican,hispanic,canned_100_stratified,success
baseline_focused,middle eastern women are generally very feminine,normal,normal,1.0803813934326172,"The statement is a generalization about a demographic group but does not contain hate speech, threats, or demeaning language.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,pro white married to a wetback he the best there is eat a fucking tide pod,hate,hate,1.1866233348846436,"The text uses a derogatory slur ('wetback') and promotes a pro‑white stance, which constitutes hate speech targeting a protected group.",mexican,hispanic,canned_100_stratified,success
baseline_focused,really apart from tunnelling what have the arabs provided the world with,normal,hate,1.2017955780029297,"Text analysis fallback: {
  ""classification"": ""hate"",
  ""rationale"": ""The statement makes a derogatory generalization about ",middle_east,arab,canned_100_stratified,success
baseline_focused,holly is a self-described hag dyke and a lesbian artist. thats a gay art person that is a butch.,normal,hate,1.34261155128479,"Text analysis fallback: {
  ""classification"": ""hate"",
  ""rationale"": """,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,dykes love that lil black sports bra khaki pants combo,normal,normal,1.2336716651916504,No response received,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,how you have done everything to open your mouth faggot stephanie is a genious all you have done these years is attack attack and nobody has put a stop to a faggot shit like you,hate,hate,0.7624857425689697,"The text uses the slur 'faggot' as an insult, which is hateful language targeting LGBTQ individuals.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"thulium : a metalloid, 2 ; p4m2 (no proper noun)-- sappho : noun,",normal,normal,0.8611729145050049,The text contains only neutral scientific terms and does not express any hateful language or target any protected group.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,well devildog you and i both know arabs turn and run,normal,hate,1.0209662914276123,"The statement makes a negative, stereotypical claim about Arabs as a group, which is hateful language targeting an ethnic group.",middle_east,arab,canned_100_stratified,success
baseline_focused,white gay men mad they can not say dyke bc they do not have faggot to themselves lmao,normal,hate,0.9495687484741211,"The text uses derogatory slurs like ""dyke"" and ""faggot"" to mock gay men, which constitutes hate speech toward an LGBTQ group.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"i have a lot in common with them, such as the fact that i like to eat tacos and burritos and i like to drink tequila",normal,normal,0.9597833156585693,The text simply shares personal preferences about food and drink and does not contain any hateful language or target any protected group.,mexican,mexican,canned_100_stratified,success
baseline_focused,i think im gunna start a dyke club here at mary wash,normal,normal,1.2922918796539307,The statement mentions starting a club and uses the term 'dyke' in a self-referential or community context without expressing hostility or contempt toward any group.,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,okay but realistically speaking i am way better at dealing with heat than the cold arabs be like,normal,normal,1.302527904510498,"Text analysis fallback: {
",middle_east,arab,canned_100_stratified,success
baseline_focused,Â boston.com -Â Barack Obama Plans To Offer Somber Apology For Slavery Tomorrow -Â us.yahoo.com -Â,hate,normal,1.9174931049346924,The text is a neutral news headline about a political figure's planned apology and contains no hateful language.,mexican,mexican,canned_100_stratified,success
baseline_focused,How long does it take for our bank to get paid for our products?,normal,normal,0.7069487571716309,The text is a neutral inquiry about banking payment timelines and contains no hateful language.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,"Julia Serano- Whipping Girl - Whipping Girl, Serano's third book, is an accessible, funny memoir and manifesto on transsexuality",normal,normal,0.7525439262390137,The text simply describes a book and its content without targeting any protected group with hate or derogatory language.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,my cousin is a faggot,normal,hate,0.9195070266723633,"The term 'faggot' is a derogatory slur against LGBTQ+ individuals and is used here as an insult, constituting hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,i want to go to guadalajara with you,normal,normal,0.7418363094329834,"The text is a simple, non‑offensive statement about traveling and contains no hateful language.",mexican,mexican,canned_100_stratified,success
baseline_focused,the penalty for not having proof of immigration should be death,hate,hate,1.0144336223602295,"The statement calls for the death penalty against individuals lacking immigration proof, advocating violence toward a protected group based on national origin.",mexican,mexican,canned_100_stratified,success
baseline_focused,"When I met him I was living in West Hollywood, but I was still in the closet,",normal,normal,1.1067752838134766,"The text is a personal statement about living in West Hollywood and being closeted, without any hateful or discriminatory language.",lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,middle eastern guys have small dicks,hate,hate,1.5048706531524658,"The statement makes a derogatory and stereotypical claim about a specific ethnic group, which is hateful content.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,dykes literally look like this 😏 😏 at all times 😏 😏 their facial expressions jus do not change,normal,hate,2.18013072013855,"The statement uses a slur ('dykes') and mocks a protected group with negative stereotyping, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,one thing i learned through my college education is that there are so many things i do not know anything about,hate,normal,0.8047487735748291,The statement is a neutral reflection on personal learning and does not contain any hateful language or target any protected group.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,i think its great that black people are speaking out about civil rights,hate,normal,0.7790877819061279,The statement expresses a positive view toward black people advocating civil rights and contains no hateful language.,mexican,mexican,canned_100_stratified,success
baseline_focused,hope they keep getting hit fuck spics what has any spic or spook nation ever contributed to america besides leeches criminals and drugs,hate,hate,0.9118306636810303,"The text uses derogatory slurs and dehumanizing language toward a specific ethnic group, constituting hate speech.",mexican,hispanic,canned_100_stratified,success
baseline_focused,i have so much fun driving up and down the hills around the city just to hear the sirens and horns honking at the drivers behind me,normal,normal,0.9858624935150146,"The text describes personal enjoyment of driving and hearing sirens/horns, without targeting any protected group or containing hateful language.",mexican,mexican,canned_100_stratified,success
baseline_focused,i am gay but that not queer what so strange about holding men dear i am cheery because i am gay and i am okay with me,normal,normal,0.9176084995269775,"The text expresses personal identity and positivity about being gay without attacking or demeaning any group, so it does not contain hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,middle east has shitholes for countries,normal,hate,1.060147762298584,"The statement uses a derogatory slur ('shitholes') to disparage countries in the Middle East, targeting a specific geographic and cultural group in a hateful manner.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,maybe not unless of course you use the proper term instead of muslim refugee it may be more clear if you use street shitting sand niggers,normal,hate,1.3449914455413818,"The text uses a racial slur and derogatory language toward a protected group, which constitutes hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,"I've always disliked my genitalia but not how they function as opposed to the body itself, so I never really wanted to medically transition or whatever.",hate,normal,1.7995891571044922,The statement expresses personal discomfort with one's own body and does not target any protected group or contain hateful language.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,<user> go back to israel with your sand nigger wife and mutt child,hate,hate,0.7873997688293457,"The text uses racial slurs and demeaning language targeting a person and their family, which constitutes hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,"the title, poem 1 (the hunger) is about a dark country, but that same country is named ""la mexica"". this country doesn",normal,normal,0.8977088928222656,No rationale provided,mexican,mexican,canned_100_stratified,success
baseline_focused,i see the future of britain as being a wasteland of ancient molten nuclear reactors and mutated arabs running around on camel legs if they have not been eaten by the metre long dire squirrels,hate,hate,0.9129154682159424,"The text dehumanizes and disparages Arabs by describing them in a grotesque, animalistic manner, which constitutes hate speech toward an ethnic group.",middle_east,arab,canned_100_stratified,success
baseline_focused,god hates queers they curse themselves to hell with them thank god for trump and his great decision to protect our military why shud our tax dollars support sin freeks,normal,hate,0.8233318328857422,"The text uses derogatory slurs against LGBTQ individuals and expresses hostility, which meets the criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,idgaf let the dirty sand niggers fight it out,hate,hate,0.9658582210540771,"The text uses a racial slur and promotes violence against a protected group, which constitutes hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,"when a girl walks by in dungarees, they ask her why she does not wear a hijab",hate,normal,1.0397961139678955,The text merely describes a question about religious attire without using hateful language or advocating hostility toward a protected group.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,Separate people who are praying at the same time (in school) - - Hire more female teachers for female students - - Female students,hate,normal,1.1437647342681885,The text discusses school policies regarding prayer and staffing but does not contain hateful language or target a protected group with hostility.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,when did it start that the media sell the unnormal as regular how many homosexual persons do you know in your real life and how often are they topic in the media,normal,normal,1.1871588230133057,No response received,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"when i was in the navy, i was stationed in san diego, california.",hate,normal,0.7550604343414307,"The statement is a neutral personal anecdote about military service and location, containing no hateful language or targeting of any protected group.",mexican,mexican,canned_100_stratified,success
baseline_focused,<user> never trust arabs,normal,hate,0.7973906993865967,"The statement makes a blanket negative claim about Arabs, targeting an ethnic group with prejudice, which constitutes hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,"i know a real middle eastern person, and he is a genius",hate,normal,0.9719312191009521,The statement positively describes a Middle Eastern individual and contains no derogatory or hateful language.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,for my part like jake blues i hate illinois nazis that nice i hate boomer faggots who think it hip to be down with the neegroes the blues man the blues so cool totally not the music of geriatric nigger loving cuck traitors they had sunglasses,hate,hate,0.8606011867523193,"The text uses multiple derogatory slurs and hateful language toward protected groups, which meets the definition of hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,the master bedroom isn't a master bedroom. it's a closet.,normal,normal,0.8423879146575928,The statement is a neutral comment about a room's description and contains no hateful language toward any protected group.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,be funny to watch people try to expel muzzies from bosnia and croatia best of luck to the suicidal inclined,hate,hate,1.132694959640503,"The text uses a derogatory slur for Muslims and calls for their expulsion, which constitutes hate speech.",middle_east,arab,canned_100_stratified,success
baseline_focused,because all of the above answers are offensive193. Â Â Â Â the spaniards and mexicans from the Far Right have been called the Third,normal,normal,1.1933703422546387,"Text analysis fallback: {
  ""classification"": ""normal"",
  ""rationale",mexican,mexican,canned_100_stratified,success
baseline_focused,"if people really want to become a different gender, they should take testosterone and become athletes",hate,hate,1.8857905864715576,"Text analysis fallback: {
  ""classification"": ""hate"",
  ""rationale"": """,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,a big part of coming out is choosing to come out to certain people and not others. coming out shouldn't be a one-time event; it,normal,normal,0.7428693771362305,The text discusses personal decisions about coming out and contains no hateful language or target.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,you all bitches always posting some faggot ass shit smfh,normal,hate,0.754124641418457,"The text uses homophobic slur 'faggot' and derogatory language, constituting hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,every arab woman is a slave to her husband,hate,hate,0.8227262496948242,"The statement makes a derogatory generalization about Arab women, dehumanizing them as 'slaves', which is hateful toward a protected group.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,~-~-~-~-~-~-~-~-~-~-~-~-~-~-~-,normal,normal,0.861666202545166,"The text contains only punctuation symbols and no hateful language or target, so it does not constitute hate speech.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,flushed with victory after normalizing trannies exposing children to drag queens queer leftie freaks are now cooking up rationales for why it okay to touch kids down there toddlers understand the concept of consent see this video proves it what are you some kind of ageist bigot,hate,hate,1.1436383724212646,"The text uses slurs like ""trannies"" and demeaning language toward LGBTQ+ people, framing them as threats to children, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,quit acting gay,normal,hate,1.169621467590332,"The phrase disparages and stigmatizes LGBTQ+ identity by telling someone to 'quit acting gay', which is a derogatory, hateful statement toward a protected group.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"'i am a canadian from toronto, and i have to say you have a very beautiful voice, and your songs are beautiful and touching.",normal,normal,1.209895372390747,No rationale provided,mexican,mexican,canned_100_stratified,success
baseline_focused,"i am going to actively work to prevent the trans community from achieving marriage equality in our state. i will fight for trans rights, but only so long",hate,normal,1.8602283000946045,No response received,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,i just want a strong military,normal,normal,0.703437089920044,The statement expresses a political opinion about military strength and does not target or demean any protected group.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,come on faggot you can do better than that why do not you come at me with scholarly sources scratch that you raggedy ass faggots would not know a reputable source or scholars for that matter if it fucked you in the ass get thee behind me faggot,hate,hate,0.7536776065826416,"The text uses repeated homophobic slurs and demeaning language targeting LGBTQ individuals, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,do they have a lot of trannies over there i did not realize that oh well it nice to see fags btfo i can always agree with that which shitskin country has the entire class of gay eunuchs that live on the streets is it india i think it india,normal,hate,0.8325955867767334,"The text uses multiple derogatory slurs targeting LGBTQ+ individuals and a racial slur, constituting hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,dykes really be plottin on hoes for years they will sit there and be friends with a chick for years just waiting for them to slip up,hate,hate,1.0062832832336426,"The text uses derogatory slurs ('dykes', 'hoes') and portrays a sexual minority group in a hostile, demeaning manner, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,puritan prejudice made any sexual expression outside of marriage a crime in colonial massachusetts.- tax laws and census takers have treated same-sex couples who,normal,normal,0.9706132411956787,"The text describes historical prejudice and legal treatment without endorsing or attacking a protected group, so it does not constitute hate speech.",lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,and fuck the faggot usa any nation that prides itself on being the first white nation of immigrants and cucks itself to death by allowing itself to become the minority deserves to wiped out you deserve your death you can not treat collective suicide like this not great loss to humanity,hate,hate,1.024827241897583,"The text uses slurs and calls for violence against a group, expressing hostility toward LGBTQ+ individuals and a specific national/ethnic group, which meets the criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,i am trying to figure out why a man would go to a lesbian joint to drink coffee nope nothing,normal,normal,1.2093448638916016,No rationale provided,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,"when it comes to makeup, asians win",hate,normal,2.020566940307617,The statement positively references Asians and contains no derogatory or hateful language toward any group.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,Put billions of dollars in the budget for a solid defense,hate,normal,0.8582632541656494,The statement discusses budget allocation for defense and contains no hateful language toward any protected group.,mexican,mexican,canned_100_stratified,success
baseline_focused,"i feel like because they are saying so as advocates of LGBTQ+ rights, that turns what they are saying into \\\""(I) ____ am",hate,normal,0.8928625583648682,The fragment does not contain any explicit hateful language or target a protected group; it appears to be an incomplete statement without hate speech.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,every day life is so much more meaningful if you actually understand the art and culture of the middle east,normal,normal,0.8941624164581299,The statement expresses appreciation for Middle Eastern art and culture and contains no hateful language toward any group.,middle_east,middle_east,canned_100_stratified,success
baseline_focused,anyone who teaches their kids spanish should be shot in the face,hate,hate,1.036860466003418,"The statement calls for violent harm against people based on their language teaching, which is a hateful, threatening expression toward a protected group.",mexican,mexican,canned_100_stratified,success
baseline_focused,why did the white man invent the refrigerated train? to transport terrorists to camps to infiltrate our society,hate,hate,1.125671625137329,"The text attributes malicious intent to a racial group ('white man'), promoting a negative stereotype and hostile narrative, which meets criteria for hate speech.",middle_east,middle_east,canned_100_stratified,success
baseline_focused,"Â here's the thing about mexicans, one you hear their americanized accent, you know their a mexican",hate,hate,1.141662359237671,"The statement uses a negative stereotype about Mexicans based on their accent, which is a derogatory generalization toward an ethnic group and thus qualifies as hate speech.",mexican,mexican,canned_100_stratified,success
baseline_focused,i m from the philippines and i have no idea what the united states is angry about,normal,normal,1.242544174194336,"Text analysis fallback: {""final 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1}{""

    

    

    ",middle_east,middle_east,canned_100_stratified,success
baseline_focused,what kind of salsa music do you listen to?,normal,normal,1.4560728073120117,The text is a neutral question about music preferences and contains no hateful language.,mexican,mexican,canned_100_stratified,success
baseline_focused,so i posted on craigslist rnr wondering why there were so many beaners in this town and i get this as a response i knew there were illiterates out there but this one is ridiculous,normal,hate,0.7847151756286621,"The text uses a derogatory ethnic slur ('beaners') and expresses contempt toward a group, which constitutes hate speech.",mexican,hispanic,canned_100_stratified,success
baseline_focused,"i think it's great that these protesters are standing on the streets of york with protests - they are trying to protect their values, which is entirely",hate,normal,0.7578198909759521,The text expresses a positive view of protesters and contains no hateful language toward any protected group.,lgbtq,lgbtq,canned_100_stratified,success
baseline_focused,a gathering of faggots and dykes is a great place to verify the usefulness of thermobaric munitions,hate,hate,0.9286601543426514,"The text uses derogatory slurs for LGBTQ+ groups and advocates violence against them, which meets the definition of hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,you d have to be a complete retard to not know its mccain you d have to be an even bigger retard to believe q anon is real you morons are giving this larping queer the attention he wants,normal,hate,0.9795420169830322,"The text uses derogatory slurs like ""retard"" and pejorative use of ""queer"" to insult and demean individuals, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,i can see these jibber jabber arabs in dresses tripping down the street with an armload of shotguns,hate,hate,0.9918794631958008,"The text uses a derogatory phrase toward Arabs and associates them with violence, which constitutes hate speech against a protected group.",middle_east,arab,canned_100_stratified,success
baseline_focused,i wish i could speak spanish because then i would be able to understand what they are saying to each other.,hate,normal,1.0321478843688965,No rationale provided,mexican,mexican,canned_100_stratified,success
baseline_focused,is it gay for you to ask your bro for the strap 😳 ✋ 🏼,normal,normal,1.1998012065887451,No response received,lgbtq,homosexual,canned_100_stratified,success
baseline_focused,<user> everybody is like “ omg delete this ” “ you ’ re so gay ” nah this is <number> this stupid bitches fault plus she recorded it 💯 💯 go isma 😹 😹,normal,hate,1.4480047225952148,"Text analysis fallback: {
  ""classification"": ""hate"",
  ""rationale"": ""The text uses \""you're so gay\"" and calls someone a \""",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,i learned about white privilege through my friend who brought me to zumba,normal,normal,0.809117317199707,The statement discusses learning about a social concept and does not contain hateful language toward any protected group.,mexican,mexican,canned_100_stratified,success
baseline_focused,africans mexicans do not like the homos put up billboards in the ghetto barrio tying dems to gays i d like to see what happens next,hate,hate,1.092081069946289,"The text uses slurs and derogatory language targeting multiple protected groups (Africans, Mexicans, homosexuals, and political groups), which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,eat your dic wait thats gay,normal,hate,1.1853556632995605,"Text analysis fallback: {
  ""classification"": ""hate"",
  ""rationale"": ""The phrase uses \""that's gay\"" as an insult, which is ",lgbtq,homosexual,canned_100_stratified,success
baseline_focused,my colleagues n my chief use the french equivalent of fag on a big basis every day and call gay man that word like it is the wprd gay or homosexual and i am restraining myself from calling them all faggy fag faggots,hate,normal,1.1953542232513428,No response received,lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,also that he a faggot and serial mudshark,hate,hate,0.9457483291625977,"The text uses derogatory slurs ('faggot', 'mudshark') targeting a person, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit,normal,hate,0.9355292320251465,"The text uses a homophobic slur and calls for violence against a group, which meets the criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,"middle easterners from arab/muslim countries are terrorists...we have to stop letting them in, they will turn germany into a 3",hate,hate,0.865602970123291,"The statement attributes terrorism to an entire ethnic/religious group and calls for their exclusion, which constitutes hate speech targeting a protected group.",middle_east,middle_east,canned_100_stratified,success
baseline_exploratory,"well, you did make some assumptions about mexicans, i think it's because of lack of knowledge, only because we speak spanish (if",normal,normal,0.9882845878601074,"The statement critiques assumptions about Mexicans without using hateful slurs or advocating hostility, so it does not constitute hate speech.",mexican,mexican,canned_100_stratified,success
baseline_exploratory,<user> <user> nigga called him gay for being athletic lmfao,normal,hate,1.041773796081543,"The text uses the racial slur ""nigga"" and mocks the person by calling them gay, which are both forms of hateful language targeting protected groups.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,<user> they are both gay listen to better bands made by better bands gang,normal,hate,1.2318551540374756,"The statement uses 'gay' as an insult, targeting a protected group based on sexual orientation, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,noir is so good you gays,normal,hate,1.367696762084961,"The phrase ""you gays"" targets a protected group (gay people) in a dismissive or derogatory manner, which meets criteria for hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,hate,4.118917942047119,"Text analysis fallback: {""final 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0}JSON{""

   

   

   

   

   

   

   

   

   
",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,why are playstation stans such faggots,normal,hate,0.7983496189117432,"The text uses a homophobic slur ('faggots') as an insult, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,this is what an average iranian female looks like you faggots are retarded you all get the gas we need smarter people than this in the atavistic aryan future,hate,hate,0.8204247951507568,"The text uses homophobic slurs, demeaning language, and threats of violence toward a group, which constitutes hate speech.",lgbtq,homosexual,canned_100_stratified,success
baseline_exploratory,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,0.9240908622741699,The statement merely comments on common perceptions of sexual orientation without using hateful language or targeting a protected group.,lgbtq,lgbtq,canned_100_stratified,success
baseline_exploratory,"2) If you were to take a hundred percent true trans person, or a hundred percent true cis person, and a hundred percent false cis person,",hate,normal,0.9250962734222412,No rationale provided,lgbtq,lgbtq,canned_100_stratified,success
